DISTRICT,ST_NM,ST_CEN_CD,DT_CEN_CD,censuscode,_sum,_sum_1,_sum_2,_sum_3,_sum_4,_sum_5,_sum_6,_sum_7,_sum_8,_sum_9,_sum_10,_sum_11,_sum,_sum_1,_sum_2,_sum_3,_sum_4,_sum_5,_sum_6,_sum_7,_sum_8,_sum_9,_sum_10,_sum_11
Bhilwara,Rajasthan,8,24,122,35304.14999,54061.95994,47344.68994,47179.26991,44039.78992,37053.53993,37475.95996,37731.20993,39372.04991,43064.63993,47690.32995,49814.0999,39263.40996,44281.39997,50744.84996,51861.35994,49135.92992,42332.49997,26748.70998,24876.18001,33466.84998,45055.69994,38714.80996,35217.41999
Bhind,Madhya Pradesh,23,3,420,23894.02998,35216.49999,27784.75999,26582.38999,25312.88999,20156.56998,16874.99997,14931.63996,17878.25997,23609.80998,34177.68997,35099.64999,30463.59997,28569.72999,29469.80998,29636.74998,29984.10999,19971.27997,13009.36998,12885.65999,14798.80997,25310.11997,27829.70998,25635.58998
Bhiwani,Haryana,6,13,81,20598.53999,30785.06998,27574.72997,27245.95999,23621.28997,21365.84997,20307.75997,23384.78996,25193.12998,29743.69998,30870.44998,33359.10999,24485.66998,27194.19998,27846.72997,28680.09998,27015.28001,20135.37999,21931.16997,18588.47997,22296.76997,30541.28998,25528.49997,24467.55998
Bhojpur,Bihar,10,29,231,16740.55999,21717.84,20912.92999,21268.59999,18826.20999,11317.99,13582.24,15899.55999,18105.25,15689.09999,21955.27999,28642.60997,18905.34,20225.45999,19473.55999,18112.63999,26372.49,19688.33,11972.07999,12774.47999,13467.07998,19768.54997,20811.28,18959.92
Bhopal,Madhya Pradesh,23,27,444,35324.33,45501.58998,39762.41998,49495.03,38070.74001,32033.97001,27415.11998,20951.35998,13118.29998,43385.50002,34572.52,45539.92001,40557.35,41342.60999,43505.06002,46034.54,48708.20993,38666.20995,9175.799995,18378.90999,26040.17998,44436.82001,36744.16999,36879.74
Bid,Maharashtra,27,27,523,32390.97,50395.89992,50055.94995,55273.01998,52911.25994,32488.90996,38994.63993,29235.68994,11803.73998,34464.84994,52221.24994,53474.55995,36665.22997,42193.92997,50364.40995,48677.72994,52331.06993,47023.77995,27934.26995,36865.87996,15645.31998,39805.55993,32479.01999,32081.58999
Bidar,Karnataka,29,4,558,17774.05001,27286.09996,25882.88997,25084.06997,23576.73997,18892.35998,19012.62997,8635.289986,16557.42997,20027.22998,25330.65997,27105.23996,21881.49999,23599.96001,26017.58996,22766.34997,24473.28997,19573.02998,7461.309987,20877.02998,7679.199991,23522.82997,18877.65,19012.72999
Bijapur,Chhattisgarh,22,18,417,463.9200033,11264.97999,16309.91004,20370.43994,20512.08999,11510.27002,4850.450003,8217.279979,15466.53,12368.54001,11464.10998,15112.73005,2031.749994,6590.489996,15474.16,24940.31,17053.11002,11545.11002,118.1300001,10315.92,2981.800001,10823.03001,7393.730005,4188.509994
Bijapur,Karnataka,29,3,557,25904.91001,40608.47997,42265.77991,43726.28992,41985.4399,45897.21997,24868.52998,12241.80996,36281.48993,32067.08997,38741.96998,42045.5999,27897.5,32106.68,37475.39001,34747.74999,38769.61995,34365.68999,31880.17999,32743.16,19640.43996,43905.99997,32557.21996,29302.83999
Bijnor,Uttar Pradesh,9,3,134,18356.54998,25745.65998,22923.76994,24479.60998,22536.69998,20542.61997,19723.20997,19688.54998,20228.60996,23110.99998,23572.67998,35530.22998,25583.84999,25927.67997,30451.70999,28353.59997,24641.40997,21517.72999,18690.23998,20723.19996,20565.97998,33839.55997,26962.16997,22807.30999
Bikaner,Rajasthan,8,3,101,57336.3,95287.30005,89988.52001,91335.05975,86225.74993,80183.1401,75567.82013,74925.30013,92689.63971,89437.11999,97946.38002,113308.7997,63768.15999,74931.76998,82953.22001,84294.85005,77611.30003,70275.92005,68806.33999,62223.42003,75724.46005,97763.47989,78701.80996,62397.80004
Bilaspur,Chhattisgarh,22,7,406,45064.41999,63280.74998,55611.47999,55152.29993,51974.76996,23671.50995,35270.31998,13249.26998,36577.47998,52546.02999,62644.90996,71011.01999,58705.53998,57972.32001,52023.80999,54533.09999,62047.98001,49246.57001,16828.57998,24577.81996,22573.56997,65329.80997,57622.27999,61496.68996
Bilaspur,Himachal Pradesh,2,8,30,3492.970005,5624.729991,4861.219991,4578.849989,5002.499992,4816.59999,4176.649988,3813.879985,4547.839991,5455.549993,5061.669987,6146.019992,4173.559996,4019.839997,4872.389991,5250.839991,4727.599992,4345.109995,3754.729991,3883.88999,3944.859993,5961.579999,5453.389991,4407.749996
Birbhum,West Bengal,19,8,334,23847.70998,29690.58998,28337.20999,30217.08999,23121.22997,18668.29998,15023.21998,16465.12998,5976.229995,24946.14998,29111.79998,37370.71997,30065.64998,35448.81997,28659.50998,24215.81997,27322.89998,26568.91998,18410.35998,19603.91998,19743.42998,30573.42999,26993.52,27410.51998
Bishnupur,Manipur,14,4,275,1272.18,1699.51,2006.989998,2011.259996,1881.589995,997.8799975,56.34000003,1439.899996,1279.410003,1842.789996,2142.250002,2102.579997,1590.189999,1663.059999,1514.329999,1691.699998,1627.09,1487.629998,1154.209998,1167.61,1165.549997,1555.159997,1584.629997,1706.489998
Bokaro,Jharkhand,20,10,355,26513.08001,32553.89998,34098.99,34466.84,27904.68996,20095.34001,22573.81996,17756.35002,9040.979998,26179.21999,35576.94998,42445.03,30405.27001,33928.83002,29939.07999,24779.62999,29679.78,25298.11999,15525.51001,20073.89998,16816.77997,32237.80001,31847.85,29473.09
Bongaigaon,Assam,18,20,319,2479.109999,3857.099996,4682.509993,4842.979996,3063.959993,2589.899997,1005.14,2367.059996,3140.089994,3892.299993,4152.789994,4847.339995,3544.509996,3463.509995,3524.079993,4041.719994,3080.499992,3096.049993,1709.129998,2336.839998,2579.209997,4087.169996,3527.439996,2887.319996
Budaun,Uttar Pradesh,9,18,149,21122.36999,35590.63998,25324.10997,27028.04999,22350.30998,26035.34997,18413.58996,19758.35997,21252.92998,27794.98998,27540.12998,35451.99997,27865.50999,26453.00997,28421.33999,27097.36998,24905.09997,21960.61998,19087.81998,17477.04998,20079.60996,32701.95999,33243.05997,27885.57998
Bulandshahr,Uttar Pradesh,9,11,142,28272.14998,41932.52997,32348.48998,32263.70998,29300.94998,26911.08999,24490.40998,24131.77999,27348.55001,31253.54998,35869.13001,42506.60997,34814.35997,36843.22001,36917.91997,34760.57,30174.58,24758.81999,22543.33997,23912.96998,27153.35999,40286.92997,34059.86,32351.90996
Buldana,Maharashtra,27,4,500,23505.06998,40918.24993,39731.79994,45253.60996,41565.52994,25594.48997,30408.28995,30325.06992,20074.37997,30922.75993,36446.40996,41744.03993,26514.57998,30300.59998,35415.01995,34787.18995,35085.45995,36590.11994,4010.939995,21109.38998,7478.930003,31578.05994,24457.08,23363.65
Bundi,Rajasthan,8,23,121,16360.52,26270.48996,23084.18996,26495.99996,21745.81995,15273.70998,18386.35998,17386.57995,17261.08996,19588.73996,23747.32998,25701.59996,21345.39,22825.43998,25532.45999,25925.44998,33908.80997,20536.99998,15591.93998,12759.41,16544.30997,21520.26997,18983.70999,17910.42999
Burhanpur,Madhya Pradesh,23,50,467,3730.559994,8111.090001,9059.949989,10125.30996,9206.739984,3856.749997,8260.379991,6885.330006,5581.299987,8506.999991,7283.100004,9718.279984,4486.020001,6123.340001,8773.090004,9392.499995,8642.379999,8364.329994,50.19999996,5367.659997,5544.540004,9541.619986,5415.629992,4449.740001
Buxar,Bihar,10,30,232,10393.59999,14116.21999,13179.56,12951.72,12050.07999,3955.549994,8383.539998,9637.780001,11132.64999,10276.17,13397.28,16749.06,11047.88998,12504.82999,12426.75999,13123.59,18798.56999,13037.91999,8074.469992,7808.819996,8516.689997,12199.79999,12339.28,10720.36999
Cachar,Assam,18,17,316,6380.08,11923.11,12878.39,13793.79997,10371.64999,7685.419995,205.3799993,5995.499997,9513.230001,10389.89999,11804.53,14288.52,9268.499996,9927.159994,10056.24999,10198.8,8781.249992,8753.619989,970.8699999,6651.760002,6463.929997,13442.38999,10264.69999,8333.040002
Central,NCT of Delhi,7,6,95,4255.699986,4526.939983,4364.25001,3711.649994,3717.909992,3561.25,3418.239996,3163.950007,3577.199984,3556.829988,3984.630003,4182.320013,4339.510017,4271.67001,4922.94998,4736.869999,3985.92001,3978.090008,3678.249994,3319.179993,3975.320005,4593.690006,3791.360003,3758.690018
Chamba,Himachal Pradesh,2,1,23,7003.900002,13954.99003,12700.54003,13162.87002,14651.45,15141.70999,12572.40003,13348.08003,13217.85004,14675.13004,15740.85999,18231.41993,10878.77001,8880.710002,13780.25002,12490.74001,12204.54002,11866.99,10461.58001,10008.29,11381.06001,16464.34996,13581.38001,10673.21001
Chamoli,Uttarakhand,5,2,57,8685.010006,17482.98003,16821.46001,18411.52998,19793.68996,18234.61997,17495.73998,14761.57001,16849.66003,17463.24006,19671.83,21760.09995,11385.8,12684.12,15672.36004,15289.51004,18263.77002,15842.34003,11588.21,10573.94001,13226.27001,20429.09997,17088.20001,11815.14
Champawat,Uttarakhand,5,10,65,1020.709998,3335.830006,3048.010009,3729.859999,4184.589995,3720.329995,3592.299991,2924.439992,3869.78999,3986.23,3739.170001,4672.439987,2029.240002,1909.360001,2810.570001,3851.240005,11695.5,3276.710007,2472.260002,2632.990002,3079.230004,4224.589993,3108.790003,2123.240001
Champhai,Mizoram,15,4,284,-444.1599973,4572.63999,5219.519998,6586.400006,6803.629997,4806.93001,1546.690004,4484.420008,2523.58,5498.100019,4408.319995,5677.400023,1418.069997,2279.969999,3578.760006,4438.819999,4876.509997,5048.910012,3300.980002,2764.170001,4342.690005,5057.72001,2926.430002,1082.119997
Chamrajnagar,Karnataka,29,24,578,10926.6,19831.45,19435.36,19804.17997,15779.87999,18641.23998,8670.089998,11459.75998,16943.15999,15032.67998,15296.91999,20130.62997,12519.06999,14091.29998,19560.63998,16854.10998,16048.71998,18707.87998,18761.48999,7653.699994,12884.42999,14618.72998,13661.72999,12477.26999
Chandauli,Uttar Pradesh,9,65,196,16420.59,21999.21001,20435.28999,20937.41,17607.33999,10429.56001,13969.78001,14280.86,15561.38999,16643.56999,20890.26999,25587.57998,20787.34998,22113.41,21595.87998,20305.91999,26789.02999,20690.35998,12291.40998,11643.27,13785.74,17970.35,19938.64999,18416.93
Chandel,Manipur,14,9,280,905.8700021,5283.249999,7818.530005,8164.019995,6528.600008,4678.280002,358.8399997,4557.670001,5176.319994,5486.62001,5570.219993,5927.09002,3559.979997,3722.199995,4828.840003,5302.019999,6026.170001,5315.720006,4052.990003,3437,4574.070006,5757.020014,3754.490002,3096.039999
Chandigarh,Chandigarh,4,1,55,14603.23999,15071.50996,13629,12301.90003,12051.5,11201.24001,10325.03,8847.62001,10560.72001,13049.07999,11587.41,16752.67002,14098.89999,13781.23001,13845.47999,14053.47001,12149.98,10898.12999,9735.490016,10114.65999,9766.869988,16774.53997,15150.93002,14712.68999
Chandrapur,Maharashtra,27,13,509,26188.50001,45984.44999,44877.79994,45728.39988,43991.45992,8582.549996,32559.61,15089.94997,33349.12995,37656.60998,43477.41001,50155.98993,31307.97,35967.18,40891.19997,40490.23998,41666.86997,7172.180005,378.599997,26689.33998,13671.84998,40702.99998,34547.34999,33030.27999
Changlang,Arunanchal Pradesh,12,9,253,8629.779887,12647.23006,13246.30004,15185.07003,10850.74998,8671.620005,1399.64,9269.910011,9632.219965,14562.15004,14618.53,15177.86009,5471.070004,5197.929997,8339.830002,7705.309994,8855.64002,10458.90001,5034.379996,8695.180009,11101.85996,13802.64006,14506.37999,9501.819904
Chatra,Jharkhand,20,2,347,7396.199999,11857.77999,12571.46999,13920.69997,11425.73999,3663.039996,8407.53,10136.78999,2066.749995,11239.37999,12744.78,14697.71998,8030.959997,9033.949999,9785.169995,10871.86001,11411.29,9839.420004,6829.33,7224.319997,8831.200002,11940.44998,10919.51999,8728.689999
Chennai,Tamil Nadu,33,2,603,20383.12998,19589.14001,18992.66002,16684.71999,15746.14,16213.07997,17017.93998,4797.090018,9174.870019,16415.35999,16758.88,17696.80001,19227.16999,19353.85,20287.25998,19319.70999,17133.14999,17289.47997,19355.88004,891.1600122,21212.08,18613.94999,17256.40003,18755.99999
Chhatarpur,Madhya Pradesh,23,8,425,23753.67998,39695.67997,36277.33997,40091.53996,38369.33995,28849.04996,31067.11995,21212.40994,13472.74997,35814.91995,40524.04998,46059.57996,36621.67998,33976.78998,39170.47996,44729.25997,45726.05996,36992.41997,18550.44,18807.29999,25374.75994,34226.25996,33194.07997,31646.87998
Chhindwara,Madhya Pradesh,23,38,455,12389.29,30697.16999,32392.07996,42241.1399,35059.09992,12473.46,24925.25998,27349.13993,25653.47996,30270.49997,28491.20999,38558.69994,20569.59999,23935.88,31085.91,40389.83996,40751.79996,29652.81998,13652.79002,17092.70999,21780.53999,35184.79996,23464.01,18990.49
Chikkaballapura,Karnataka,29,28,582,16258.49997,23409.33997,24229.33999,24285.06001,21251.05997,19470.85996,13917.42001,11987.02999,20325.68999,20267.61997,18787.58997,20752.00998,18140.46999,18234.91998,23621.23998,21628.06999,21366.19999,24008.12996,21940.83999,17502.01,15759.75999,18927.31997,18120.88001,17522.56999
Chikmagalur,Karnataka,29,16,570,11079.13,20600.22997,21912.95999,22732.23993,15018.88999,20108.00996,15338.08998,7922.689984,18863.04997,17763.62001,19094.38999,21721.50998,12781.70999,14250.04,18965.21999,17478.24999,18229.45999,17368.49997,17739.83999,11950.02,10893.13,13219.41999,14464.01,13068.68999
Chirang,Assam,18,21,320,5535.109992,7576.250007,9694.619989,9625.309983,6064.919996,6462.449986,507.8199984,5383.899997,7911.120011,10449.07,9631.319979,11662.94,6718.19,6194.309997,6008.249992,7687.569997,5644.779986,6055.439998,4761.200006,4982.300004,6610.65998,7906.520001,7007.709996,7196.08001
Chitradurga,Karnataka,29,12,566,22454.30997,36405.89996,38228.86995,37217.83995,31503.94995,33532.03995,34508.10997,13443.89,30687.07996,29430.02996,32236.16998,34176.31994,27238.63999,26705.91999,32881.61995,31156.48994,30853.35996,31113.76998,26219.27997,22252.51,21637.19,29298.54997,27508.21,25054.93
Chitrakoot,Uttar Pradesh,9,40,171,5582.579995,11273.10999,10700.24998,11837.23999,10176.96997,7930.909984,9029.489979,8209.509973,8866.91998,11179.56998,10970.48999,13361.59998,8809.17999,8539.749996,10381.21999,12124.41998,14321.58997,9793.749988,7077.939993,5516.33,8959.869977,10338.58999,9999.239987,7723.959993
Chittaurgarh,Rajasthan,8,28,126,33184.20999,49018.01998,42601.98996,40782.69996,37826.73995,26011.25996,32051.43996,26402.96996,30556.30996,36906.52997,39741.30996,41440.89996,38784.50001,41670.19996,48600.65,45919.03997,43147.14996,36797.77997,27083.43996,21059.49998,31825.80999,40129.72997,34173.49996,33915.21
Chittoor,Andhra Pradesh,28,23,554,47817.23,71871.66996,76247.94992,78060.10989,67471.26994,72016.17994,45161.13998,25295.50997,27570.97995,67305.99996,57282.34996,60138.14989,52893.83997,57743.39997,74471.83997,72373.58993,74361.07994,73547.57993,70852.48994,58739.39993,55256.25998,57748.54997,52382.9,49927.25
Churachandpur,Manipur,14,3,274,1066.150004,7408.739994,9792.650009,11434.78998,9285.05002,6514.720008,103.0300002,7038.240003,8750.520007,8337.060021,7482.319989,8476.490034,4120.500001,4875.489996,6288.310005,6776.96,7153.11,7695.730008,4826.530001,4695.850003,6008.100002,8201.050018,5365.630007,3632.809994
Churu,Rajasthan,8,4,102,25012.89,44202.44998,41553.29997,42541.20987,38021.78997,36344.58001,33003.68003,35491.60003,42610.03986,42371.46993,45339.74993,52081.13986,32972.71998,37921.78999,41942.49002,42138.54997,36799.20001,33980.38005,31359.19,28402.18001,35221.00003,45728.7699,37067.68001,28050.47001
Coimbatore,Tamil Nadu,33,31,632,39911.61001,48686.56997,45009.34,44515.15,26647.39998,45819.84999,16227.91,15741.61999,45478.98,43796.92997,39323.76997,29456.45998,40423.52001,40307.43002,45787.30996,43831.01001,44520.57,45964.17998,47784.93999,11298.2,34799.18,42825.38,37708.98,36326.12
Cuddalore,Tamil Nadu,33,16,617,22428.97,30051.15998,28402.32997,28837.36001,25299.28998,29835.94001,26355.91998,8622.489999,24557.50998,29533.86998,24998.08998,27350.99,25353.68999,24614.18,29427.61999,27768.15999,28819.17999,27905.11,30556.18999,2903.150004,20483.01,24724.00998,22527.55998,22972.97998
Y.s.r.,Andhra Pradesh,28,20,551,26476.57999,47285.02997,52593.36996,55683.02989,48371.06994,47610.22994,28541.12997,1421.199998,38410.95996,40206.43996,38211.42999,42572.07996,29493.11998,36451.60998,49745.89997,49290.86,53221.55993,48630.51993,24941.14,38195.48999,34477.59,39983.82997,34713.57999,32154.34998
Cuttack,Odisha,21,12,381,26218.55002,32812.05997,32284.03,30404.17999,24808.16,25832.33998,18794.59999,9438.389994,19142.93998,28979.23,32400.53999,37636.76998,28721.47,33423.96,29333.22999,28369.03001,16212.72998,25775.77998,14083.60999,21163.36999,24269.95997,33135.19997,28585.48998,28001.37999
Dadra & Nagar Haveli,Dadara & Nagar Havelli,26,1,496,8657.000001,9352.069996,9467.959994,9129.689998,8958.470005,6534.430001,6699.200004,2178.36,5040.430013,5727.950001,7458.330005,7946.700009,11033.94001,10236.20001,10684.87999,9411.280004,9805.600006,8055.400002,5710.2,4570.650003,3714.670008,7198.139998,6689.840008,7326.93998
Dakshin Bastar Dantewada,Chhattisgarh,22,17,416,4180.440004,16719.55,20170.31002,23812.18993,21545.94999,15060.24002,8766.33,4026.730002,19878.6,17557.14003,16914.28999,19966.29003,7361.609998,11584.97,17124.05,22131.96001,19571.95002,16079.01,1934.070001,12142.65001,5765.409998,14754.11001,11962.79,9723.469996
Dakshin Dinajpur,West Bengal,19,5,331,7366.290002,10014.71998,10914.54999,10935.03999,8165.429983,7549.889983,1446.379997,7040.369991,7681.289982,9408.439985,9778.389989,13877.42,8823.869989,9345.85999,9407.919983,8482.489983,8390.359981,8032.95998,5885.250003,5568.150002,5903.899993,13799.21999,9662.229989,8386.759989
Dakshina Kannada,Karnataka,29,21,575,19216.67999,23771.62,24617.96998,23994.77997,13813.69998,16879.26999,7140.380006,7690.299983,18969.57999,19926.4,21711.85001,27154.21003,19505.46,21289.58999,24730.68998,22308.36,23847.39999,29233.96995,18784.63999,11840.88999,15250.51998,23631.59999,19723.36,19890.43001
Daman,Daman & Diu,25,2,495,3175.630005,3200.189996,3108.519993,2843.019995,2773.660006,2820.739995,2473.150002,1308.120001,438.1700039,2422.429998,2475.530008,2789.790011,3595.659999,3169.590005,3497.239995,3163.559999,3172.550001,2723.890002,1957.360007,1714.029985,1197.610001,2584.810001,2564.069997,2789.939998
Damoh,Madhya Pradesh,23,11,428,13823.72,26182.48998,26861.98996,42047.60996,27300.99996,20087.31997,24919.76996,15045.64996,5896.899992,25076.23998,24753.16999,31872.83996,25505.37,24214.73997,28312.82999,34785.91997,34137.40996,24982.66998,12528.95,15710.29998,20530.88998,25919.95997,21196.95998,20582.62999
Darbhanga,Bihar,10,13,215,15033.63999,19899.15999,19111.15999,18671.61,17196.84999,13548.99997,10854,14334.5,11863.28998,15666.88,17226.62,30880.56999,15316.66999,16636.66999,18939.93,16516.34,16576.44,14327.14999,11275.96998,12592.98999,11355.05999,23313.18,18324.42999,17171.21997
Darjiling,West Bengal,19,1,327,10833.03,14204.50999,15912.46999,16100.90997,12819.60999,11119.26999,6214.189989,10757.04,12394.24999,14615.49999,14783.24999,21101.08999,12243.6,14067.68999,14149.55999,13965.28,12453.46,14016.75999,7855.21,12631.75,12855.97999,21087.00999,15838.49,13758.52999
Darrang,Assam,18,26,325,3555.819996,5732.769993,6014.529994,5793.399992,4975.229992,4244.039996,3294.669998,4195.979996,4772.55999,5843.469996,6112.549995,7078.109992,5370.109995,5936.989995,4978.339994,5278.619994,4559.949992,4767.229993,1009.25,2844.05,3802.359998,6203.389989,5588.009997,4323.869993
Data Not Available,Jammu & Kashmir,99,99,0,133696.3299,206733.01,173952.9805,191170.7904,191719.02,38660.90995,169716.6403,165352.5303,178550.7005,211441.6304,225880.9394,257225.349,180116.9505,158563.2302,199354.5999,178065.4704,176183.4303,40771.68996,123510.19,119353.47,141726.5598,249250.4889,225324.2394,188430.8704
Datia,Madhya Pradesh,23,5,422,10103.14998,14293.18999,11408.18999,11593.16999,11384.69,8548.259982,7488.899992,6388.769985,7405.63999,10667.35999,15174.27999,15668.23999,14330.90999,12719.51,13361.06999,13533.33999,22554.75,10112.19999,5701.500001,5691.909995,7210.109988,12327.35999,12641.36999,11767.79
Davanagere,Karnataka,29,13,567,19355.92,29049.09996,28773.29994,28342.04996,24466.98997,28189.37999,27385.79994,13357.97997,20109.93997,22686.00998,28709.06998,29019.42997,23312.98998,22423.12999,26745.20997,24869.40997,26008.70997,25971.73998,14810.00996,18418.64999,17575.66997,25092.89998,22464.13001,21661.92999
Debagarh,Odisha,21,4,373,2048.219999,5153.429999,6290.860002,8539.579973,6593.409983,5347.989997,3533.279996,4054.879996,3345.909993,6076.270005,5492.49,6570.639995,2638.770002,4183.689996,5020.159997,5567.250009,6221.230004,5674.550004,3027.14,3288.28,4065.410004,5931.569996,3907.170004,2825.499998
Dehradun,Uttarakhand,5,5,60,27329.57001,34129.79,31085.67999,30472.23998,29662.29998,24989.35,24123.97999,23187.91999,22705.76,32008.83,33989.72999,49229.56995,28975.96,28690.04999,30256.57999,29592.25001,29484.99001,28407.89999,20764.49999,23353.65998,22751,49001.21997,36286.85001,30799.34999
Deoghar,Jharkhand,20,5,350,17706.22001,22692.41999,21270.48999,22357.03999,16871.42999,12069.07999,11325.34,11479.97999,15715.66,16879.36999,22184.42,30000.46999,18888.04999,21668.88999,17831.90999,13911.5,16056.96998,15931.07999,9570.239985,12164.81999,14592.45999,22510.05001,21261.34999,21413.51
Deoria,Uttar Pradesh,9,59,190,16887.52,22900.51,21508.08998,22555.15998,19267.17999,9648.289991,10051.07999,16146.53999,17956.15,16978.56999,21310.57999,30222.72999,20272.95999,22132.67998,22769.32999,25166.36,35631.81001,23140.58998,14419.33999,11626.97999,13223.86999,20331.49998,22366.23999,19732.86999
Dewas,Madhya Pradesh,23,20,437,18885.81,31408.15999,32548.10996,32561.62996,28965.04996,16270.23996,19905.62999,19008.25995,11965.51997,30673.33996,28485.17996,35508.44994,22410.25999,24913.70998,30432.53996,32656.15996,30953.02997,25011.26998,11622.44999,13933.22998,11134.70999,27753.67995,22075.13998,21140.95998
Dhalai,Tripura,16,3,291,3188.709996,6517.120002,7116.119992,7398.839988,5594.540002,4512.48,3488.569998,5037.280004,3770.289988,5545.180004,5960.269999,7120.280003,4673.079996,5617.439999,5129.859995,4774.100003,4948.550004,4758.449998,3457.779997,3375.05,4124.009996,7165.439996,5097.989998,4617.359995
Dhamtari,Chhattisgarh,22,13,412,5512.389994,12321.27999,11349.43,12747.88997,11764.76999,2846.679998,4843.199999,2444.739995,10027.02,12566.67,12409.37999,15183.03,7033.410001,9476.009996,10120.23998,10672.14,13623.46998,9676.28,1087.37,6151.169999,2804.789998,14459.82,9000.009996,8473.579999
Dhanbad,Jharkhand,20,9,354,33795.82001,39951.92999,38864.81999,36798.64003,29819.34002,23915.65999,19021.46998,16745.08998,15420.05002,27762.19999,39400.39002,53306.67001,40298.58002,44453.21,35976.58999,27992.73,32802.05999,30519.12001,18598.51998,21983.33,19749.16998,43151.52,37035.26,36437.34002
