DISTRICT,ST_NM,ST_CEN_CD,DT_CEN_CD,censuscode,20_mean,20_mean,20_mean,20_mean,20_mean,20_mean,20_mean,20_mean,20_mean,20_mean,20_mean,20_mean,19_mean,19_mean,19_mean,19_mean,19_mean,19_mean,19_mean,19_mean,19_mean,19_mean,19_mean,19_mean
Bhilwara,Rajasthan,8,24,122,0.652282721,0.998853742,0.874744844,0.871688528,0.813683207,0.68460461,0.692409282,0.697125304,0.727441614,0.795666247,0.881130921,0.92036989,0.725434372,0.818147217,0.937566513,0.958195254,0.907839959,0.782139161,0.494211625,0.459614589,0.618336597,0.832453254,0.715298388,0.65068029
Bhind,Madhya Pradesh,23,3,420,1.025758993,1.51182708,1.192786125,1.14116897,1.086669957,0.865311667,0.724435476,0.641007983,0.767504935,1.013557568,1.467231474,1.506810766,1.307787412,1.226484502,1.265124495,1.272291147,1.287203142,0.857357258,0.558485875,0.553175066,0.635305657,1.086551042,1.194715806,1.10052331
Bhiwani,Haryana,6,13,81,0.837373063,1.251476482,1.12096955,1.107604374,0.960254074,0.868565794,0.825552257,0.950639862,1.024152607,1.209142647,1.254947355,1.356116508,0.995392901,1.105500223,1.132026911,1.165905117,1.098226757,0.818544656,0.891547216,0.755659985,0.906409609,1.241566323,1.037786088,0.994656692
Bhojpur,Bihar,10,29,231,1.366353248,1.772595494,1.706899281,1.735928827,1.536582598,0.923766732,1.108573294,1.297711393,1.477738328,1.280533789,1.791975187,2.337790563,1.543041136,1.650788442,1.589418869,1.478341494,2.152504897,1.606948253,0.977153117,1.042644465,1.099174011,1.613495754,1.698602677,1.547495919
Bhopal,Madhya Pradesh,23,27,444,2.546999063,3.280812602,2.866999782,3.568752614,2.745024156,2.309753408,1.976719301,1.510661185,0.945872087,3.128235635,2.492791117,3.283576322,2.924316822,2.98093662,3.136856299,3.319240032,3.512020328,2.787959474,0.661605018,1.325179176,1.877581655,3.204039225,2.649374143,2.659149182
Bid,Maharashtra,27,27,523,0.593828512,0.923915593,0.917683239,1.013328566,0.970030065,0.59562406,0.714894583,0.535982289,0.216399736,0.631849264,0.957380008,0.980357129,0.672189161,0.773547647,0.923338282,0.892416125,0.959393355,0.862094011,0.512123161,0.675867707,0.286827998,0.729761301,0.595442745,0.588156602
Bidar,Karnataka,29,4,558,0.664226989,1.019698044,0.967259239,0.937406853,0.88107702,0.706018909,0.710513471,0.322706005,0.618761163,0.748429687,0.94662207,1.012939197,0.817724877,0.881944767,0.972293059,0.850792256,0.914581635,0.731455958,0.278833663,0.780187226,0.286976344,0.87906237,0.705469188,0.710517209
Bijapur,Chhattisgarh,22,18,417,0.010695809,0.259717342,0.37602965,0.46964633,0.472912113,0.265372574,0.111828515,0.189451745,0.356585282,0.285160235,0.264308341,0.348428322,0.046842578,0.151945636,0.356761193,0.575005994,0.393164339,0.26617582,0.002723521,0.237836492,0.068746254,0.249528058,0.170464564,0.096567298
Bijapur,Karnataka,29,3,557,0.504831235,0.791372334,0.823669562,0.852131775,0.818206336,0.894438554,0.484634407,0.238566667,0.707048562,0.62491893,0.754998051,0.819378725,0.543662548,0.625690455,0.730315119,0.677159255,0.75553689,0.669713723,0.621276455,0.638094087,0.382750126,0.855633939,0.634470514,0.571049616
Bijnor,Uttar Pradesh,9,3,134,0.794277616,1.114000259,0.99189866,1.059218986,0.975150361,0.888867638,0.853412227,0.851912508,0.875280601,0.999999999,1.019976634,1.537373112,1.106998831,1.121876162,1.317628401,1.226844359,1.066219981,0.931060101,0.808716195,0.896681232,0.889878412,1.464218769,1.166637963,0.986859503
Bikaner,Rajasthan,8,3,101,0.358372033,0.595579127,0.562459888,0.570876235,0.538941253,0.501172817,0.472325444,0.468309468,0.579342836,0.559013444,0.612199311,0.708219836,0.39857342,0.468349907,0.51848679,0.526872449,0.485097912,0.439249208,0.430063816,0.388918252,0.473304499,0.611056121,0.491913982,0.390008188
Bilaspur,Chhattisgarh,22,7,406,1.070515488,1.503248527,1.321063284,1.310155358,1.234672415,0.562322072,0.837854428,0.314739405,0.868906309,1.248242826,1.488144003,1.686882839,1.394563378,1.377145572,1.235837371,1.295446123,1.473963797,1.169863408,0.399766723,0.583851672,0.53624026,1.55192441,1.368830292,1.460867777
Bilaspur,Himachal Pradesh,2,8,30,0.547315889,0.881342838,0.761707927,0.717463176,0.783845188,0.754716388,0.654442179,0.597599496,0.712604198,0.854833907,0.793116576,0.963024129,0.653958006,0.629871513,0.763458162,0.822757755,0.740770917,0.680838294,0.588331243,0.608569412,0.618122844,0.934124099,0.854495454,0.6906534
Birbhum,West Bengal,19,8,334,1.026900486,1.278499332,1.220221762,1.301170822,0.995617705,0.803871161,0.646911251,0.709000989,0.257340998,1.074200145,1.253576195,1.609211556,1.2946497,1.526453084,1.234100244,1.042751581,1.176544804,1.144077853,0.792764069,0.844159669,0.850167075,1.316515093,1.162361452,1.180317787
Bishnupur,Manipur,14,4,275,0.516097363,0.68945639,0.814194725,0.815926976,0.763322513,0.404819472,0.022855984,0.584137929,0.519030427,0.747582149,0.869066938,0.852973629,0.645107505,0.674669371,0.614332657,0.686288032,0.660077079,0.603501013,0.46823935,0.473675456,0.472839755,0.630896551,0.642851926,0.692288032
Bokaro,Jharkhand,20,10,355,1.860567018,2.284484209,2.392911579,2.418725614,1.958223857,1.410199299,1.584127717,1.24605965,0.634454737,1.837138245,2.496628069,2.978598596,2.133703158,2.380970528,2.100988069,1.738921403,2.082791579,1.775306666,1.089509475,1.408694735,1.18012491,2.262301755,2.234936842,2.068287017
Bongaigaon,Assam,18,20,319,0.453302249,0.705266044,0.856191259,0.885533003,0.560241359,0.473560065,0.183788627,0.432814042,0.574161637,0.711702321,0.759332601,0.886330224,0.648109343,0.633298591,0.644373742,0.739023586,0.563265678,0.566108977,0.312512342,0.427288352,0.471605412,0.747334064,0.644988114,0.52794295
Budaun,Uttar Pradesh,9,18,149,0.786329015,1.324943786,0.942748491,1.006181594,0.832041917,0.969226043,0.685488421,0.735550591,0.791189412,1.034732707,1.025244955,1.319782591,1.037357977,0.984774401,1.058050033,1.008762191,0.927149876,0.817534807,0.710588191,0.650623557,0.747509864,1.217406001,1.237549697,1.038105129
Bulandshahr,Uttar Pradesh,9,11,142,1.497862251,2.221590992,1.713827284,1.709335628,1.552368211,1.425753112,1.297505165,1.2785049,1.448929802,1.655817217,1.900351259,2.252005826,1.844469403,1.951958676,1.95591629,1.841619602,1.598653245,1.311725563,1.194349138,1.266912317,1.438588609,2.134406886,1.804495894,1.714008475
Buldana,Maharashtra,27,4,500,0.48310663,0.841004849,0.816619393,0.930110782,0.854308586,0.526051095,0.624990544,0.623280099,0.412594647,0.635564598,0.749093804,0.857977554,0.544961976,0.622777161,0.727895342,0.714991367,0.721121798,0.752047518,0.082438032,0.433867513,0.153716652,0.649033172,0.502673573,0.480199984
Bundi,Rajasthan,8,23,121,0.566872943,0.910241848,0.799840268,0.918055506,0.753467307,0.529216243,0.637065936,0.602424724,0.598076642,0.678727,0.822817296,0.890530472,0.739592876,0.790874882,0.884669969,0.898286614,1.17490073,0.711583105,0.540242541,0.44209868,0.573241051,0.745652263,0.657763417,0.620575517
Burhanpur,Madhya Pradesh,23,50,467,0.232491586,0.505489842,0.564623582,0.631017697,0.573771655,0.240355852,0.514793718,0.429099464,0.347831234,0.53016328,0.45388882,0.605651252,0.279572479,0.381611617,0.54674623,0.585348373,0.538600274,0.521271968,0.003128506,0.334517013,0.345540322,0.594641654,0.337506543,0.27731148
Buxar,Bihar,10,30,232,1.176545166,1.597942041,1.491913063,1.466121802,1.364057051,0.447764319,0.949008376,1.090987095,1.260204889,1.163252207,1.51655875,1.895976907,1.250610141,1.415534298,1.406696852,1.485577315,2.127979396,1.475879555,0.91402196,0.883950645,0.964080824,1.381005206,1.396794204,1.213535204
Cachar,Assam,18,17,316,0.327435463,0.61191224,0.660938671,0.707918911,0.53228894,0.394427508,0.010540416,0.307698229,0.488233513,0.533225558,0.605826533,0.733308699,0.475673595,0.509477033,0.516102129,0.523418014,0.450667179,0.449249165,0.049826533,0.341378496,0.331738773,0.689884013,0.526800102,0.427664357
Central,NCT of Delhi,7,6,95,53.19624982,56.58674979,54.55312512,46.39562492,46.4738749,44.515625,42.72799995,39.54937509,44.71499979,44.46037486,49.80787504,52.27900016,54.24387522,53.39587512,61.53687475,59.21087499,49.82400012,49.7261251,45.97812493,41.48974991,49.69150007,57.42112508,47.39200003,46.98362522
Chamba,Himachal Pradesh,2,1,23,0.195355908,0.389238816,0.354249136,0.367144651,0.408664789,0.422339339,0.350674998,0.372310611,0.368678178,0.409325283,0.439051099,0.508518909,0.303435513,0.247704731,0.384364889,0.3483973,0.340414482,0.330999386,0.291799063,0.279155696,0.31744561,0.459231004,0.378817918,0.297701942
Chamoli,Uttarakhand,5,2,57,0.204704787,0.41207203,0.396480072,0.433957856,0.466535224,0.429788106,0.412372781,0.347928678,0.397144743,0.411606761,0.463662998,0.512883304,0.268362128,0.298963396,0.369395904,0.36037217,0.43047517,0.373402315,0.273132911,0.249226672,0.311741816,0.481511772,0.402767106,0.278481627
Champawat,Uttarakhand,5,10,65,0.115713638,0.378169143,0.345540189,0.42283868,0.474389524,0.421758303,0.407244076,0.331531571,0.43870196,0.451902279,0.423894116,0.529695044,0.23004648,0.216456184,0.318622605,0.436599026,1.325870082,0.371466955,0.280269811,0.298491101,0.34907947,0.478924157,0.352430564,0.240702868
Champhai,Mizoram,15,4,284,-0.026033644,0.268017114,0.305932829,0.386050056,0.398782603,0.281749605,0.090656468,0.262846258,0.147915128,0.322261299,0.258385792,0.332770648,0.083117637,0.133636364,0.209762617,0.260173495,0.285827911,0.29593283,0.193481039,0.162016881,0.254539007,0.296449212,0.17152746,0.063426528
Chamrajnagar,Karnataka,29,24,578,0.403180694,0.731760821,0.717145493,0.730754584,0.582261909,0.687843252,0.319917715,0.422853768,0.625185786,0.55469097,0.564441164,0.742800265,0.461941256,0.519954983,0.7217682,0.621899929,0.592181837,0.690302202,0.692280358,0.282413933,0.475422678,0.539416626,0.504104276,0.460398878
Chandauli,Uttar Pradesh,9,65,196,1.257704504,1.684988512,1.565202971,1.603661918,1.348601408,0.798832721,1.069989278,1.09381587,1.19189568,1.274783241,1.600051317,1.959833026,1.59216835,1.693735448,1.6540962,1.555294117,2.051855851,1.584739582,0.941437652,0.891794577,1.055893076,1.376405484,1.527163755,1.410610447
Chandel,Manipur,14,9,280,0.055533963,0.323887322,0.47931155,0.500491662,0.400232958,0.286799902,0.021998529,0.279405959,0.317332025,0.336354831,0.341479892,0.363357652,0.218243011,0.228187837,0.296029917,0.325038009,0.369431707,0.325877882,0.248466773,0.210703776,0.280411354,0.352931585,0.230167362,0.189801373
Chandigarh,Chandigarh,4,1,55,22.81756248,23.54923432,21.2953125,19.22171879,18.83046876,17.50193751,16.13285938,13.82440627,16.50112502,20.38918749,18.10532812,26.1760469,22.02953124,21.53317189,21.63356248,21.9585469,18.98434374,17.0283281,15.21170315,15.80415623,15.26073436,26.2102187,23.67332815,22.98857811
Chandrapur,Maharashtra,27,13,509,0.465755496,0.817821192,0.798139716,0.813267409,0.782376395,0.152638365,0.57906399,0.26837074,0.593105391,0.669712776,0.773234154,0.892010919,0.556803905,0.639666714,0.727239097,0.720108131,0.741034182,0.127555311,0.0067333,0.474662801,0.243150209,0.723892011,0.614415416,0.58743473
Changlang,Arunanchal Pradesh,12,9,253,0.325898032,0.477614428,0.500237917,0.573454306,0.409771525,0.327478097,0.052856495,0.35007213,0.36375453,0.549930137,0.55205929,0.573182028,0.206611405,0.19629645,0.314948263,0.290986027,0.334427493,0.394973565,0.19012009,0.328367825,0.41925453,0.521247736,0.547824018,0.358830057
Chatra,Jharkhand,20,2,347,0.385238814,0.617624876,0.654798166,0.725074221,0.59512162,0.19079327,0.437914996,0.527985311,0.107648836,0.585414865,0.663825199,0.765546121,0.418300953,0.470542737,0.509670816,0.566272202,0.594368977,0.512496484,0.355712798,0.376286265,0.459982291,0.621930829,0.568754622,0.45464295
Chennai,Tamil Nadu,33,2,603,32.8760161,31.59538712,30.63332261,26.91083869,25.39700001,26.15012898,27.44829029,7.737241965,14.79817745,26.47638708,27.03045162,28.54322583,31.01156449,31.2158871,32.72138706,31.16082256,27.63411289,27.88625802,31.21916136,1.437354858,34.21303226,30.02249998,27.83290327,30.25161289
Chhatarpur,Madhya Pradesh,23,8,425,0.532438526,0.889778315,0.813156254,0.898651513,0.860048415,0.6466512,0.696369219,0.475475981,0.301991571,0.802791114,0.908346221,1.032425077,0.820874633,0.761589446,0.878005961,1.002605966,1.024949229,0.829184766,0.415807948,0.421565463,0.568775019,0.767181314,0.744045009,0.709364535
Chhindwara,Madhya Pradesh,23,38,455,0.208153394,0.515745464,0.544221774,0.709696571,0.589030577,0.20956754,0.418771169,0.459494958,0.431006048,0.508576948,0.478682964,0.64782762,0.345591398,0.402148522,0.522276714,0.678592741,0.684674058,0.49819926,0.229381553,0.287175907,0.365936492,0.591142472,0.394220598,0.319060652
Chikkaballapura,Karnataka,29,28,582,0.802492595,1.155446198,1.195920039,1.198670287,1.048917077,0.961049356,0.686940771,0.59165992,1.003242349,1.000376109,0.927324283,1.024284796,0.895383514,0.900045409,1.165905231,1.067525666,1.054600197,1.185001479,1.082963474,0.863870188,0.777875617,0.934221124,0.894416585,0.864884994
Chikmagalur,Karnataka,29,16,570,0.319577997,0.594214549,0.632080304,0.655712471,0.433220549,0.580016441,0.442427887,0.228530345,0.544105514,0.512392408,0.550778527,0.62655792,0.368688993,0.411043037,0.547052613,0.504160897,0.525829583,0.500995153,0.511706472,0.344698858,0.314212819,0.381314757,0.417215011,0.376966943
Chirang,Assam,18,21,320,0.61249419,0.838358969,1.072769723,1.065100142,0.671120947,0.715110101,0.056193427,0.595761868,0.875414409,1.156254288,1.065765185,1.290576519,0.743409317,0.685438751,0.66485006,0.850677216,0.624629854,0.670071926,0.526856258,0.551322342,0.731510455,0.874905389,0.775446497,0.796290806
Chitradurga,Karnataka,29,12,566,0.551107156,0.89352788,0.938269928,0.913455722,0.773216914,0.822993323,0.846949489,0.329959994,0.753168073,0.722315677,0.79118815,0.838806203,0.668531317,0.655456509,0.807029746,0.764689032,0.757249164,0.763640536,0.643512664,0.54615428,0.531052179,0.719088699,0.675147506,0.614935451
Chitrakoot,Uttar Pradesh,9,40,171,0.351282406,0.709357538,0.67331047,0.744855273,0.64038321,0.499050465,0.568178327,0.516581297,0.557948652,0.703471557,0.690315252,0.840775232,0.554315378,0.537361565,0.653235589,0.762925999,0.901182354,0.616269191,0.445377548,0.347113642,0.563797507,0.650553108,0.629199596,0.48602819
Chittaurgarh,Rajasthan,8,28,126,0.843952441,1.246643438,1.083468717,1.037199897,0.962022888,0.661527466,0.815143437,0.671489572,0.777118768,0.938619786,1.010714902,1.05393947,0.986380977,1.059771108,1.236028738,1.167829094,1.097333417,0.935854017,0.688795523,0.535592573,0.809405137,1.020593336,0.86911241,0.862543489
Chittoor,Andhra Pradesh,28,23,554,0.655281889,0.984921202,1.044893246,1.06972688,0.92461862,0.98690155,0.618883133,0.346646796,0.377829578,0.922353779,0.784990818,0.824126376,0.724851175,0.791308995,1.020553637,0.991799456,1.019035794,1.007887682,0.970954475,0.804958065,0.757225511,0.79137957,0.717849312,0.684197363
Churachandpur,Manipur,14,3,274,0.045478395,0.316032078,0.417721708,0.487769909,0.39606919,0.277896174,0.004394915,0.300227787,0.373267927,0.355631106,0.319170754,0.361578724,0.175766753,0.207972102,0.26823828,0.289082455,0.305127757,0.328274112,0.205883633,0.200309261,0.256285458,0.349829374,0.228879836,0.154963528
Churu,Rajasthan,8,4,102,0.339590665,0.600120153,0.564153633,0.577566116,0.516207641,0.493436787,0.448078636,0.481856197,0.578500596,0.575261621,0.61556085,0.707086182,0.447658303,0.514849978,0.569437521,0.572099353,0.499608993,0.461338928,0.425752009,0.385605789,0.478182362,0.620842428,0.503254046,0.380830754
Coimbatore,Tamil Nadu,33,31,632,1.800090655,2.195858288,2.030008118,2.007719196,1.201849178,2.066563683,0.731910067,0.709977449,2.051189789,1.975326086,1.773577935,1.328543207,1.823178785,1.817942902,2.065096065,1.976863161,2.007963648,2.073073245,2.155193036,0.50957063,1.569510193,1.931507306,1.70074779,1.638378135
Cuddalore,Tamil Nadu,33,16,617,1.269756001,1.70126585,1.60792176,1.63254982,1.432251471,1.689081749,1.492069745,0.488139153,1.390257585,1.671980864,1.41519984,1.548402966,1.435331182,1.393465806,1.665965806,1.572019927,1.631520606,1.579772984,1.72985677,0.164354054,1.159590693,1.399683536,1.275337409,1.300553667
Y.s.r.,Andhra Pradesh,28,20,551,0.361835376,0.646208711,0.718753775,0.760977818,0.661050797,0.650652972,0.390050018,0.019422465,0.524933513,0.549470979,0.522206688,0.58180039,0.403060145,0.49815656,0.679839558,0.673620871,0.727338771,0.664596503,0.34085168,0.521988848,0.471179123,0.546428737,0.47440422,0.439429161
Cuttack,Odisha,21,12,381,1.334616952,1.670249935,1.643371341,1.547680325,1.26282311,1.314957494,0.956711631,0.480447442,0.974443369,1.475145329,1.649302112,1.915844743,1.462024434,1.701397811,1.493165181,1.444083991,0.825285313,1.31207839,0.716905574,1.077290404,1.235426825,1.686698904,1.45510257,1.425369305
Dadra & Nagar Haveli,Dadara & Nagar Havelli,26,1,496,3.519105691,3.80165447,3.848764225,3.711256097,3.641654474,2.656272358,2.723252034,0.885512195,2.04895529,2.32843496,3.031841465,3.230365857,4.485341467,4.161056913,4.343447151,3.825723579,3.986016263,3.274552846,2.321219512,1.857987806,1.510028458,2.92607317,2.719447158,2.978430886
Dakshin Bastar Dantewada,Chhattisgarh,22,17,416,0.095587872,0.382300956,0.461204327,0.54447775,0.492659029,0.344359995,0.200446563,0.092073215,0.45453423,0.401452875,0.386753784,0.456539306,0.168326931,0.264896191,0.391550052,0.506058444,0.447522523,0.367654685,0.044223487,0.277647826,0.131829012,0.337360178,0.273535236,0.222332053
Dakshin Dinajpur,West Bengal,19,5,331,0.657998214,0.894570789,0.974948637,0.976778918,0.729381865,0.674398391,0.129198749,0.628885216,0.686135773,0.840414469,0.873460472,1.239608754,0.788197409,0.834824474,0.84036802,0.757703437,0.749473871,0.717548904,0.525703439,0.497378294,0.527369361,1.232623492,0.863084412,0.749152299
Dakshina Kannada,Karnataka,29,21,575,0.872454372,1.079252701,1.117677744,1.089384363,0.627154271,0.766333878,0.324179606,0.349146462,0.861235812,0.904676292,0.985737311,1.232825299,0.885565241,0.96656633,1.122795332,1.012819395,1.08269318,1.32724825,0.852839371,0.537586942,0.692387178,1.072895669,0.895458095,0.903043222
Daman,Daman & Diu,25,2,495,8.606043373,8.672601614,8.424173422,7.704661233,7.516693783,7.644281829,6.702303528,3.545040652,1.187452585,6.564850943,6.708753409,7.560406533,9.744336039,8.58967481,9.477615162,8.57333333,8.59769648,7.381815723,5.304498663,4.645067709,3.245555558,7.004905151,6.948699179,7.560813004
Damoh,Madhya Pradesh,23,11,428,0.368357493,0.697678799,0.715785279,1.120433009,0.727483478,0.535262203,0.664031389,0.40091798,0.15713334,0.668200809,0.659592038,0.849308249,0.679635739,0.645244616,0.75444548,0.926932423,0.909651726,0.665707471,0.333856054,0.418628757,0.547081912,0.690683222,0.564830526,0.548460616
Darbhanga,Bihar,10,13,215,1.264925535,1.674308791,1.60800673,1.571023138,1.446937316,1.140008412,0.913251998,1.206100126,0.998173326,1.318206142,1.449442154,2.598281025,1.288739587,1.399803954,1.593599495,1.389679428,1.394736222,1.205481699,0.948756414,1.059570045,0.955411021,1.961563315,1.541811526,1.444780814
Darjiling,West Bengal,19,1,327,0.64864559,0.850518532,0.952785461,0.964068617,0.767595353,0.665784683,0.372084904,0.644095563,0.742126219,0.875127237,0.885171546,1.263462666,0.733105802,0.842326207,0.847228309,0.83619424,0.745671517,0.839276689,0.470343692,0.756346925,0.769773067,1.262619603,0.948355787,0.823814741
Darrang,Assam,18,26,325,0.423564026,0.682879094,0.716441929,0.69010125,0.592642048,0.505543776,0.392456224,0.499818939,0.568500297,0.696065515,0.728117927,0.843134007,0.639679571,0.707205479,0.593012507,0.628781417,0.543174508,0.567865395,0.120220369,0.338779035,0.452931507,0.738938653,0.665635497,0.515053007
Data Not Available,Jammu & Kashmir,99,99,0,0.272052373,0.420671278,0.353968738,0.389004449,0.390120016,0.078669267,0.345348408,0.336468086,0.363324422,0.430252628,0.459634499,0.523415763,0.36651151,0.322652859,0.405657298,0.36233705,0.358507375,0.082964394,0.251325076,0.242866762,0.28839271,0.507188095,0.458501696,0.383429115
Datia,Madhya Pradesh,23,5,422,1.032830708,1.461172561,1.166243099,1.185153342,1.163840728,0.873876506,0.765579635,0.653114903,0.757068083,1.090509098,1.551245143,1.601741974,1.465028623,1.300297485,1.365883254,1.383494172,2.305740135,1.033755877,0.582856267,0.581875894,0.737079328,1.260208546,1.292309343,1.203004498
Davanagere,Karnataka,29,13,567,0.673976113,1.011494132,1.001890732,0.986874541,0.851944356,0.98155855,0.953577769,0.465126918,0.700231205,0.789930359,0.999654235,1.010461018,0.811761899,0.780776837,0.931272327,0.865956683,0.905627284,0.904339983,0.515686826,0.641340227,0.611987533,0.873738639,0.782204464,0.754271736
Debagarh,Odisha,21,4,373,0.145150592,0.365206576,0.445812487,0.60517185,0.467253205,0.378994401,0.250391893,0.287355963,0.237113599,0.430605202,0.38923464,0.465639572,0.187000921,0.296484303,0.355762171,0.394532635,0.440878039,0.402136631,0.214523421,0.233029551,0.28810219,0.42035079,0.276888243,0.20023386
Dehradun,Uttarakhand,5,5,60,1.643488484,2.052425883,1.869365565,1.832475794,1.783769318,1.502757231,1.450717421,1.394426603,1.365431475,1.924880029,2.044003247,2.960464847,1.74249564,1.725302182,1.819506885,1.779556799,1.773106621,1.708334836,1.248692043,1.404393528,1.368152023,2.946732815,2.182142643,1.852146851
Deoghar,Jharkhand,20,5,350,1.418767629,1.818302884,1.704366185,1.791429487,1.351877403,0.967073717,0.907479166,0.919870192,1.259267628,1.352513621,1.777597756,2.403883813,1.513465544,1.736289262,1.428838941,1.114703525,1.286616185,1.276528846,0.766846153,0.974745192,1.169267627,1.803689904,1.703633814,1.715826122
Deoria,Uttar Pradesh,9,59,190,1.269833822,1.721972329,1.617271222,1.696004209,1.44876908,0.725489886,0.755777125,1.21411685,1.350187984,1.276680201,1.60241973,2.272556582,1.524397322,1.664236407,1.712108428,1.892349801,2.67928491,1.740024812,1.084242423,0.874274757,0.994350703,1.528799157,1.68179863,1.483785998
Dewas,Madhya Pradesh,23,20,437,0.535418308,0.890430641,0.92274856,0.923131856,0.821167748,0.461266123,0.564330507,0.538889801,0.339226036,0.869598275,0.807563291,1.006675075,0.63533751,0.706311059,0.862771524,0.92581181,0.87752757,0.709076914,0.3294999,0.395011198,0.315672327,0.786825049,0.625836758,0.599352479
